season,race,position,driver,team,time,points_earned,weather,laps
7,3,6,Pi_Sedecim,Spanky's Fast Cars,3055.870601868799,8,Sunny,44
7,3,7,Xi_Quattuordecim,LDCMWEBLGTBWLS,3058.6118746766488,6,Sunny,44
7,3,8,Alpha_Primus,TurboToast Racing,3060.3224904478398,4,Sunny,44
7,3,9,Mu_Duodecimus,Boba Tea Gnarly Automotives,3060.6017405522207,2,Sunny,44
7,3,10,Zeta_Sextus,Lag's 200 Ping Power,4253.3639004790875,1,Sunny,44
7,3,11,Beta_Secundus,Red Velvet Racing,4266.135681359303,0,Sunny,44
7,3,12,Upsilon_Vicesimus,Spanky's Fast Cars,4266.871860802844,0,Sunny,44
7,3,13,Delta_Quartus,DNF Finishers,4352.823658204891,0,Sunny,44
7,3,14,Nu_Tredecimus,B2B SaaS Motorsport,4356.198111102521,0,Sunny,44
7,3,15,Sigma_Duodevicesimus,TurboToast Racing,4366.1111423059465,0,Sunny,44
7,3,16,Theta_Octavus,LDCMWEBLGTBWLS,4461.938575864994,0,Sunny,44
7,3,17,Tau_Undevicesimus,Crashout Formula One,4462.236786792458,0,Sunny,44
7,3,18,Eta_Septimus,Crashout Formula One,20743.221054152084,0,Sunny,44
7,3,19,Iota_Nonus,DNF Finishers,39543.66963681121,0,Sunny,44
7,3,20,Kappa_Decimus,Red Velvet Racing,39543.77218486149,0,Sunny,44
7,4,1,Tau_Undevicesimus,Crashout Formula One,5214.381303672875,25,Unknown,62
7,4,2,Kappa_Decimus,Red Velvet Racing,5216.989513537292,18,Unknown,62
7,4,3,Beta_Secundus,Red Velvet Racing,5222.460761776479,15,Unknown,62
7,4,4,Zeta_Sextus,Lag's 200 Ping Power,5225.201048902875,12,Unknown,62
7,4,5,Alpha_Primus,TurboToast Racing,5228.981207432189,10,Unknown,62
7,4,6,Xi_Quattuordecim,LDCMWEBLGTBWLS,5229.98503032486,8,Unknown,62
7,4,7,Eta_Septimus,Crashout Formula One,5231.549743680248,6,Unknown,62
7,4,8,Pi_Sedecim,Spanky's Fast Cars,5235.033284048826,4,Unknown,62
7,4,9,Delta_Quartus,DNF Finishers,5237.665947133537,2,Unknown,62
7,4,10,Omicron_Quindecim,B2B SaaS Motorsport,5244.712868759759,1,Unknown,62
7,4,11,Epsilon_Quintus,Lag's 200 Ping Power,5246.105941233075,0,Unknown,62
7,4,12,Rho_Septendecim,Tapped In Team,5246.425576274909,0,Unknown,62
7,4,13,Nu_Tredecimus,B2B SaaS Motorsport,5418.685177100777,0,Unknown,62
7,4,14,Mu_Duodecimus,Boba Tea Gnarly Automotives,9794.793438180814,0,Unknown,62
7,4,15,Gamma_Tertius,Boba Tea Gnarly Automotives,17111.991859885802,0,Unknown,62
7,4,16,Iota_Nonus,DNF Finishers,28795.012038784524,0,Unknown,62
7,4,17,Theta_Octavus,LDCMWEBLGTBWLS,28795.685957500304,0,Unknown,62
7,4,18,Sigma_Duodevicesimus,TurboToast Racing,30636.951048872517,0,Unknown,62
7,4,19,Lambda_Undecimus,Tapped In Team,42628.83878253464,0,Unknown,62
7,4,20,Upsilon_Vicesimus,Spanky's Fast Cars,46317.31690149338,0,Unknown,62
7,5,1,Omicron_Quindecim,B2B SaaS Motorsport,3321.44385190299,25,Sunny,48
7,5,2,Epsilon_Quintus,Lag's 200 Ping Power,3321.6536738092445,18,Sunny,48
7,5,3,Rho_Septendecim,Tapped In Team,3322.938290634796,15,Sunny,48
7,5,4,Gamma_Tertius,Boba Tea Gnarly Automotives,3328.0658662287424,12,Sunny,48
7,5,5,Eta_Septimus,Crashout Formula One,3328.6106388774188,10,Sunny,48
7,5,6,Pi_Sedecim,Spanky's Fast Cars,3328.9523377652667,8,Sunny,48
7,5,7,Lambda_Undecimus,Tapped In Team,3329.873685455047,6,Sunny,48
7,5,8,Xi_Quattuordecim,LDCMWEBLGTBWLS,3333.993257720538,4,Sunny,48
7,5,9,Alpha_Primus,TurboToast Racing,3335.447154473244,2,Sunny,48
7,5,10,Mu_Duodecimus,Boba Tea Gnarly Automotives,3337.5294772498046,1,Sunny,48
7,5,11,Zeta_Sextus,Lag's 200 Ping Power,4610.318108374309,0,Sunny,48
7,5,12,Beta_Secundus,Red Velvet Racing,4641.144298139319,0,Sunny,48
7,5,13,Upsilon_Vicesimus,Spanky's Fast Cars,4645.815487069338,0,Sunny,48
7,5,14,Delta_Quartus,DNF Finishers,4699.216452705454,0,Sunny,48
7,5,15,Sigma_Duodevicesimus,TurboToast Racing,4707.726381296548,0,Sunny,48
7,5,16,Nu_Tredecimus,B2B SaaS Motorsport,4709.8672095055,0,Sunny,48
7,5,17,Iota_Nonus,DNF Finishers,4744.617660094632,0,Sunny,48
7,5,18,Kappa_Decimus,Red Velvet Racing,18398.191538860017,0,Sunny,48
7,5,19,Theta_Octavus,LDCMWEBLGTBWLS,18442.094037232295,0,Sunny,48
7,5,20,Tau_Undevicesimus,Crashout Formula One,32887.483033208206,0,Sunny,48
7,6,1,Rho_Septendecim,Tapped In Team,3113.6941045516733,25,Sunny,45
7,6,2,Epsilon_Quintus,Lag's 200 Ping Power,3115.5774938187906,18,Sunny,45
7,6,3,Omicron_Quindecim,B2B SaaS Motorsport,3118.800697733049,15,Sunny,45
7,6,4,Lambda_Undecimus,Tapped In Team,3120.1299200819235,12,Sunny,45
7,6,5,Gamma_Tertius,Boba Tea Gnarly Automotives,3120.647983512291,10,Sunny,45
7,6,6,Pi_Sedecim,Spanky's Fast Cars,3123.8336453221664,8,Sunny,45
7,6,7,Eta_Septimus,Crashout Formula One,3124.409901196928,6,Sunny,45
7,6,8,Alpha_Primus,TurboToast Racing,3125.538693393256,4,Sunny,45
7,6,9,Beta_Secundus,Red Velvet Racing,4359.011920503375,2,Sunny,45
7,6,10,Upsilon_Vicesimus,Spanky's Fast Cars,4359.798669494834,1,Sunny,45
7,6,11,Delta_Quartus,DNF Finishers,4434.94404346807,0,Sunny,45
7,6,12,Nu_Tredecimus,B2B SaaS Motorsport,4448.572876424996,0,Sunny,45
7,6,13,Sigma_Duodevicesimus,TurboToast Racing,4449.469948256931,0,Sunny,45
7,6,14,Kappa_Decimus,Red Velvet Racing,4486.654761625831,0,Sunny,45
7,6,15,Theta_Octavus,LDCMWEBLGTBWLS,4552.454407528708,0,Sunny,45
7,6,16,Mu_Duodecimus,Boba Tea Gnarly Automotives,14293.758642551009,0,Sunny,45
7,6,17,Xi_Quattuordecim,LDCMWEBLGTBWLS,16157.596523956092,0,Sunny,45
7,6,18,Zeta_Sextus,Lag's 200 Ping Power,17015.39563946945,0,Sunny,45
7,6,19,Tau_Undevicesimus,Crashout Formula One,22721.950169968826,0,Sunny,45
7,6,20,Iota_Nonus,DNF Finishers,27200.043723834115,0,Sunny,45
7,7,1,Rho_Septendecim,Tapped In Team,3668.047993192209,25,Wet,46
7,7,2,Pi_Sedecim,Spanky's Fast Cars,3756.805516949149,18,Wet,46
7,7,3,Eta_Septimus,Crashout Formula One,3989.152216787577,15,Wet,46
7,7,4,Iota_Nonus,DNF Finishers,4298.009930965569,12,Wet,46
7,7,5,Delta_Quartus,DNF Finishers,4303.0852946562445,10,Wet,46
7,7,6,Sigma_Duodevicesimus,TurboToast Racing,4313.165405838437,8,Wet,46
7,7,7,Zeta_Sextus,Lag's 200 Ping Power,4337.492433270076,6,Wet,46
7,7,8,Tau_Undevicesimus,Crashout Formula One,4348.9659171098665,4,Wet,46
7,7,9,Xi_Quattuordecim,LDCMWEBLGTBWLS,4359.306427446269,2,Wet,46
7,7,10,Theta_Octavus,LDCMWEBLGTBWLS,4403.436692029477,1,Wet,46
7,7,11,Beta_Secundus,Red Velvet Racing,4422.623929392733,0,Wet,46
7,7,12,Upsilon_Vicesimus,Spanky's Fast Cars,4437.652349922229,0,Wet,46
7,7,13,Lambda_Undecimus,Tapped In Team,4690.851429326459,0,Wet,46
7,7,14,Nu_Tredecimus,B2B SaaS Motorsport,4726.580444315564,0,Wet,46
7,7,15,Kappa_Decimus,Red Velvet Racing,4819.771200714105,0,Wet,46
7,7,16,Omicron_Quindecim,B2B SaaS Motorsport,12481.632329351663,0,Wet,46
7,7,17,Epsilon_Quintus,Lag's 200 Ping Power,12505.139691941842,0,Wet,46
7,7,18,Mu_Duodecimus,Boba Tea Gnarly Automotives,24073.481732379107,0,Wet,46
7,7,19,Alpha_Primus,TurboToast Racing,34267.09761010519,0,Wet,46
7,7,20,Gamma_Tertius,Boba Tea Gnarly Automotives,39694.097363764246,0,Wet,46
7,8,1,Rho_Septendecim,Tapped In Team,5184.244848248298,25,Sunny,75
7,8,2,Omicron_Quindecim,B2B SaaS Motorsport,5188.766610848628,18,Sunny,75
7,8,3,Pi_Sedecim,Spanky's Fast Cars,5191.276079430597,15,Sunny,75
7,8,4,Epsilon_Quintus,Lag's 200 Ping Power,5192.589832236252,12,Sunny,75
7,8,5,Gamma_Tertius,Boba Tea Gnarly Automotives,5192.720149477291,10,Sunny,75
7,8,6,Alpha_Primus,TurboToast Racing,5193.291956891306,8,Sunny,75
7,8,7,Eta_Septimus,Crashout Formula One,5193.478079294607,6,Sunny,75
7,8,8,Lambda_Undecimus,Tapped In Team,5195.521390296531,4,Sunny,75
7,8,9,Xi_Quattuordecim,LDCMWEBLGTBWLS,5195.747717327244,2,Sunny,75
7,8,10,Zeta_Sextus,Lag's 200 Ping Power,6874.601355676137,1,Sunny,75
7,8,11,Beta_Secundus,Red Velvet Racing,6879.194800147441,0,Sunny,75
7,8,12,Upsilon_Vicesimus,Spanky's Fast Cars,6911.074704161241,0,Sunny,75
7,8,13,Delta_Quartus,DNF Finishers,6947.815836557268,0,Sunny,75
7,8,14,Iota_Nonus,DNF Finishers,6973.476797641848,0,Sunny,75
7,8,15,Sigma_Duodevicesimus,TurboToast Racing,6985.971975349119,0,Sunny,75
7,8,16,Kappa_Decimus,Red Velvet Racing,7014.473019822411,0,Sunny,75
7,8,17,Nu_Tredecimus,B2B SaaS Motorsport,7014.85544848065,0,Sunny,75
7,8,18,Tau_Undevicesimus,Crashout Formula One,7118.241812758205,0,Sunny,75
7,8,19,Theta_Octavus,LDCMWEBLGTBWLS,7166.754345009692,0,Sunny,75
7,8,20,Mu_Duodecimus,Boba Tea Gnarly Automotives,46156.612162305675,0,Sunny,75
7,9,1,Theta_Octavus,LDCMWEBLGTBWLS,3790.2834219426204,25,Unknown,48
7,9,2,Tau_Undevicesimus,Crashout Formula One,3876.396130685064,18,Unknown,48
7,9,3,Beta_Secundus,Red Velvet Racing,3920.404279606125,15,Unknown,48
7,9,4,Iota_Nonus,DNF Finishers,3947.305337835157,12,Unknown,48
7,9,5,Kappa_Decimus,Red Velvet Racing,3949.0790444413906,10,Unknown,48
7,9,6,Zeta_Sextus,Lag's 200 Ping Power,3966.238537442732,8,Unknown,48
7,9,7,Alpha_Primus,TurboToast Racing,3989.9374511220726,6,Unknown,48
7,9,8,Sigma_Duodevicesimus,TurboToast Racing,3994.852283307962,4,Unknown,48
7,9,9,Xi_Quattuordecim,LDCMWEBLGTBWLS,3998.4458336135795,2,Unknown,48
7,9,10,Delta_Quartus,DNF Finishers,4004.8041171949826,1,Unknown,48
7,9,11,Pi_Sedecim,Spanky's Fast Cars,4005.328284277045,0,Unknown,48
7,9,12,Lambda_Undecimus,Tapped In Team,4006.6641791099496,0,Unknown,48
7,9,13,Epsilon_Quintus,Lag's 200 Ping Power,4027.879487284929,0,Unknown,48
7,9,14,Rho_Septendecim,Tapped In Team,4033.624716678729,0,Unknown,48
7,9,15,Nu_Tredecimus,B2B SaaS Motorsport,4200.9787071336405,0,Unknown,48
7,9,16,Eta_Septimus,Crashout Formula One,10304.857544871214,0,Unknown,48
7,9,17,Omicron_Quindecim,B2B SaaS Motorsport,16674.524856572418,0,Unknown,48
7,9,18,Gamma_Tertius,Boba Tea Gnarly Automotives,23096.18747230167,0,Unknown,48
7,9,19,Mu_Duodecimus,Boba Tea Gnarly Automotives,38778.55012769185,0,Unknown,48
7,9,20,Upsilon_Vicesimus,Spanky's Fast Cars,38778.75214904726,0,Unknown,48
7,10,1,Rho_Septendecim,Tapped In Team,3460.4694664449553,25,Sunny,50
7,10,2,Lambda_Undecimus,Tapped In Team,3461.4846117576485,18,Sunny,50
7,10,3,Omicron_Quindecim,B2B SaaS Motorsport,3462.139514983855,15,Sunny,50
7,10,4,Gamma_Tertius,Boba Tea Gnarly Automotives,3462.9190101885883,12,Sunny,50
7,10,5,Eta_Septimus,Crashout Formula One,3466.668202941414,10,Sunny,50
7,10,6,Xi_Quattuordecim,LDCMWEBLGTBWLS,3466.944601751235,8,Sunny,50
7,10,7,Pi_Sedecim,Spanky's Fast Cars,3468.185445113439,6,Sunny,50
7,10,8,Alpha_Primus,TurboToast Racing,3473.065234275712,4,Sunny,50
7,10,9,Mu_Duodecimus,Boba Tea Gnarly Automotives,3473.5896639908606,2,Sunny,50
7,10,10,Zeta_Sextus,Lag's 200 Ping Power,4786.277878712685,1,Sunny,50
7,10,11,Beta_Secundus,Red Velvet Racing,4819.241639859275,0,Sunny,50
7,10,12,Delta_Quartus,DNF Finishers,4875.473791898151,0,Sunny,50
7,10,13,Nu_Tredecimus,B2B SaaS Motorsport,4879.102385804854,0,Sunny,50
7,10,14,Sigma_Duodevicesimus,TurboToast Racing,4882.270341751446,0,Sunny,50
7,10,15,Kappa_Decimus,Red Velvet Racing,4920.37037063464,0,Sunny,50
7,10,16,Tau_Undevicesimus,Crashout Formula One,4993.206062682075,0,Sunny,50
7,10,17,Epsilon_Quintus,Lag's 200 Ping Power,22086.816732816882,0,Sunny,50
7,10,18,Theta_Octavus,LDCMWEBLGTBWLS,43770.4689628053,0,Sunny,50
7,10,19,Iota_Nonus,DNF Finishers,43770.624908657504,0,Sunny,50
7,10,20,Upsilon_Vicesimus,Spanky's Fast Cars,45485.28682042679,0,Sunny,50
8,1,1,Rho_Septendecim,Tapped In Team,2499.3458753221184,25,Sunny,36
8,1,2,Gamma_Tertius,Boba Tea Gnarly Automotives,2500.2821414013165,18,Sunny,36
8,1,3,Xi_Quattuordecim,LDCMWEBLGTBWLS,2501.4836309425355,15,Sunny,36
8,1,4,Lambda_Undecimus,Tapped In Team,2501.57603868286,12,Sunny,36
8,1,5,Epsilon_Quintus,Lag's 200 Ping Power,2502.308677599034,10,Sunny,36
8,1,6,Alpha_Primus,TurboToast Racing,2502.59077642293,8,Sunny,36
8,1,7,Eta_Septimus,Crashout Formula One,2503.967362547736,6,Sunny,36
8,1,8,Pi_Sedecim,Spanky's Fast Cars,2504.954802414918,4,Sunny,36
8,1,9,Zeta_Sextus,Lag's 200 Ping Power,3493.371584993115,2,Sunny,36
8,1,10,Upsilon_Vicesimus,Spanky's Fast Cars,3496.614573897173,1,Sunny,36
8,1,11,Beta_Secundus,Red Velvet Racing,3496.945346348919,0,Sunny,36
8,1,12,Delta_Quartus,DNF Finishers,3639.2204076524686,0,Sunny,36
8,1,13,Nu_Tredecimus,B2B SaaS Motorsport,3647.2762540405574,0,Sunny,36
8,1,14,Sigma_Duodevicesimus,TurboToast Racing,3651.221137579662,0,Sunny,36
8,1,15,Kappa_Decimus,Red Velvet Racing,3666.6679443726025,0,Sunny,36
8,1,16,Iota_Nonus,DNF Finishers,3667.2896227661395,0,Sunny,36
8,1,17,Theta_Octavus,LDCMWEBLGTBWLS,3725.833624021983,0,Sunny,36
8,1,18,Tau_Undevicesimus,Crashout Formula One,3728.3979197315484,0,Sunny,36
8,1,19,Mu_Duodecimus,Boba Tea Gnarly Automotives,27626.147139414395,0,Sunny,36
8,1,20,Omicron_Quindecim,B2B SaaS Motorsport,27627.461212193186,0,Sunny,36
8,2,1,Theta_Octavus,LDCMWEBLGTBWLS,5099.277700119221,25,Unknown,61
8,2,2,Tau_Undevicesimus,Crashout Formula One,5127.567474778941,18,Unknown,61
8,2,3,Beta_Secundus,Red Velvet Racing,5133.428256539984,15,Unknown,61
8,2,4,Kappa_Decimus,Red Velvet Racing,5133.464364121178,12,Unknown,61
8,2,5,Upsilon_Vicesimus,Spanky's Fast Cars,5134.627371273964,10,Unknown,61
8,2,6,Iota_Nonus,DNF Finishers,5138.324415230137,8,Unknown,61
8,2,7,Zeta_Sextus,Lag's 200 Ping Power,5140.712571667317,6,Unknown,61
8,2,8,Delta_Quartus,DNF Finishers,5150.372749519949,4,Unknown,61
8,2,9,Lambda_Undecimus,Tapped In Team,5152.416682184303,2,Unknown,61
8,2,10,Omicron_Quindecim,B2B SaaS Motorsport,5157.3987144563525,1,Unknown,61
8,2,11,Epsilon_Quintus,Lag's 200 Ping Power,5159.469896268409,0,Unknown,61
8,2,12,Rho_Septendecim,Tapped In Team,5160.634747588968,0,Unknown,61
8,2,13,Nu_Tredecimus,B2B SaaS Motorsport,5333.326147591249,0,Unknown,61
8,2,14,Mu_Duodecimus,Boba Tea Gnarly Automotives,7883.100007819868,0,Unknown,61
8,2,15,Alpha_Primus,TurboToast Racing,19689.874744421417,0,Unknown,61
8,2,16,Sigma_Duodevicesimus,TurboToast Racing,19710.247648395853,0,Unknown,61
8,2,17,Eta_Septimus,Crashout Formula One,29638.661619592935,0,Unknown,61
8,2,18,Gamma_Tertius,Boba Tea Gnarly Automotives,32404.10798174083,0,Unknown,61
8,2,19,Xi_Quattuordecim,LDCMWEBLGTBWLS,32404.136328063672,0,Unknown,61
8,2,20,Pi_Sedecim,Spanky's Fast Cars,40708.560104465665,0,Unknown,61
8,3,1,Theta_Octavus,LDCMWEBLGTBWLS,4912.002210368521,25,Unknown,59
8,3,2,Upsilon_Vicesimus,Spanky's Fast Cars,4957.31130987184,18,Unknown,59
8,3,3,Kappa_Decimus,Red Velvet Racing,4957.687484973656,15,Unknown,59
8,3,4,Zeta_Sextus,Lag's 200 Ping Power,4963.812881420656,12,Unknown,59
8,3,5,Iota_Nonus,DNF Finishers,4966.858811806013,10,Unknown,59
8,3,6,Xi_Quattuordecim,LDCMWEBLGTBWLS,4969.151553461281,8,Unknown,59
8,3,7,Mu_Duodecimus,Boba Tea Gnarly Automotives,4969.189801660486,6,Unknown,59
8,3,8,Sigma_Duodevicesimus,TurboToast Racing,4969.380564235401,4,Unknown,59
8,3,9,Alpha_Primus,TurboToast Racing,4973.905568434603,2,Unknown,59
8,3,10,Delta_Quartus,DNF Finishers,4974.7354453719,1,Unknown,59
8,3,11,Eta_Septimus,Crashout Formula One,4978.415813062462,0,Unknown,59
8,3,12,Lambda_Undecimus,Tapped In Team,4981.212708977779,0,Unknown,59
8,3,13,Omicron_Quindecim,B2B SaaS Motorsport,4983.262207245232,0,Unknown,59
8,3,14,Rho_Septendecim,Tapped In Team,4986.065921060099,0,Unknown,59
8,3,15,Epsilon_Quintus,Lag's 200 Ping Power,4987.361809302751,0,Unknown,59
8,3,16,Gamma_Tertius,Boba Tea Gnarly Automotives,15028.00957802199,0,Unknown,59
8,3,17,Tau_Undevicesimus,Crashout Formula One,24875.68569750523,0,Unknown,59
8,3,18,Nu_Tredecimus,B2B SaaS Motorsport,33226.91159124211,0,Unknown,59
8,3,19,Beta_Secundus,Red Velvet Racing,53470.615669454775,0,Unknown,59
8,3,20,Pi_Sedecim,Spanky's Fast Cars,55316.345955546196,0,Unknown,59
8,4,1,Iota_Nonus,DNF Finishers,2947.2553513209314,25,Unknown,38
8,4,2,Upsilon_Vicesimus,Spanky's Fast Cars,2948.9324354833384,18,Unknown,38
8,4,3,Kappa_Decimus,Red Velvet Racing,2949.0995253630654,15,Unknown,38
8,4,4,Zeta_Sextus,Lag's 200 Ping Power,2951.2924590957928,12,Unknown,38
8,4,5,Tau_Undevicesimus,Crashout Formula One,2951.3187639077037,10,Unknown,38
8,4,6,Beta_Secundus,Red Velvet Racing,2951.951951865744,8,Unknown,38
8,4,7,Theta_Octavus,LDCMWEBLGTBWLS,2953.8032261715057,6,Unknown,38
8,4,8,Mu_Duodecimus,Boba Tea Gnarly Automotives,2954.5902799175415,4,Unknown,38
8,4,9,Alpha_Primus,TurboToast Racing,2960.302580548139,2,Unknown,38
8,4,10,Eta_Septimus,Crashout Formula One,2978.7271190380934,1,Unknown,38
8,4,11,Xi_Quattuordecim,LDCMWEBLGTBWLS,2987.7453552620714,0,Unknown,38
8,4,12,Delta_Quartus,DNF Finishers,2995.9161349507312,0,Unknown,38
8,4,13,Gamma_Tertius,Boba Tea Gnarly Automotives,3059.7753750862603,0,Unknown,38
8,4,14,Epsilon_Quintus,Lag's 200 Ping Power,3089.042549250479,0,Unknown,38
8,4,15,Omicron_Quindecim,B2B SaaS Motorsport,3098.3847975091953,0,Unknown,38
8,4,16,Nu_Tredecimus,B2B SaaS Motorsport,3262.2099008951354,0,Unknown,38
8,4,17,Lambda_Undecimus,Tapped In Team,6636.932878262956,0,Unknown,38
8,4,18,Pi_Sedecim,Spanky's Fast Cars,6637.051093409435,0,Unknown,38
8,4,19,Sigma_Duodevicesimus,TurboToast Racing,23239.545583828276,0,Unknown,38
8,4,20,Rho_Septendecim,Tapped In Team,23241.075301033427,0,Unknown,38
8,5,1,Rho_Septendecim,Tapped In Team,4888.462408452766,25,Wet,64
8,5,2,Pi_Sedecim,Spanky's Fast Cars,4998.061543779585,18,Wet,64
8,5,3,Omicron_Quindecim,B2B SaaS Motorsport,5619.740384119033,15,Wet,64
8,5,4,Epsilon_Quintus,Lag's 200 Ping Power,5636.800900169296,12,Wet,64
8,5,5,Gamma_Tertius,Boba Tea Gnarly Automotives,5636.878956945637,10,Wet,64
8,5,6,Xi_Quattuordecim,LDCMWEBLGTBWLS,5746.652468991678,8,Wet,64
8,5,7,Alpha_Primus,TurboToast Racing,5746.859966856104,6,Wet,64
8,5,8,Delta_Quartus,DNF Finishers,5752.043136838519,4,Wet,64
8,5,9,Sigma_Duodevicesimus,TurboToast Racing,5768.258373395226,2,Wet,64
8,5,10,Zeta_Sextus,Lag's 200 Ping Power,5788.443504318329,1,Wet,64
8,5,11,Tau_Undevicesimus,Crashout Formula One,5801.548363448581,0,Wet,64
8,5,12,Theta_Octavus,LDCMWEBLGTBWLS,5854.749900338175,0,Wet,64
8,5,13,Beta_Secundus,Red Velvet Racing,5877.869959921943,0,Wet,64
8,5,14,Upsilon_Vicesimus,Spanky's Fast Cars,5891.088109415707,0,Wet,64
8,5,15,Lambda_Undecimus,Tapped In Team,6122.216608629804,0,Wet,64
8,5,16,Nu_Tredecimus,B2B SaaS Motorsport,6234.511728486575,0,Wet,64
8,5,17,Kappa_Decimus,Red Velvet Racing,6309.626127994961,0,Wet,64
8,5,18,Iota_Nonus,DNF Finishers,29654.97829170632,0,Wet,64
8,5,19,Mu_Duodecimus,Boba Tea Gnarly Automotives,53986.318351632435,0,Wet,64
8,5,20,Eta_Septimus,Crashout Formula One,53994.92358919975,0,Wet,64
8,6,1,Rho_Septendecim,Tapped In Team,4004.84592441493,25,Wet,51
8,6,2,Eta_Septimus,Crashout Formula One,4377.114605568177,18,Wet,51
8,6,3,Mu_Duodecimus,Boba Tea Gnarly Automotives,4396.139158337712,15,Wet,51
8,6,4,Omicron_Quindecim,B2B SaaS Motorsport,4593.440447642062,12,Wet,51
8,6,5,Gamma_Tertius,Boba Tea Gnarly Automotives,4598.81583827442,10,Wet,51
8,6,6,Epsilon_Quintus,Lag's 200 Ping Power,4619.57445472436,8,Wet,51
8,6,7,Xi_Quattuordecim,LDCMWEBLGTBWLS,4748.5789855748935,6,Wet,51
8,6,8,Theta_Octavus,LDCMWEBLGTBWLS,4800.103976882256,4,Wet,51
8,6,9,Beta_Secundus,Red Velvet Racing,4830.833869059206,2,Wet,51
8,6,10,Upsilon_Vicesimus,Spanky's Fast Cars,4885.966874497045,1,Wet,51
8,6,11,Kappa_Decimus,Red Velvet Racing,5236.507313107873,0,Wet,51
8,6,12,Nu_Tredecimus,B2B SaaS Motorsport,12466.888269295814,0,Wet,51
8,6,13,Tau_Undevicesimus,Crashout Formula One,17627.29816513665,0,Wet,51
8,6,14,Iota_Nonus,DNF Finishers,19413.72772485519,0,Wet,51
8,6,15,Lambda_Undecimus,Tapped In Team,19760.479033633594,0,Wet,51
8,6,16,Zeta_Sextus,Lag's 200 Ping Power,22986.783128049014,0,Wet,51
8,6,17,Delta_Quartus,DNF Finishers,30220.430769316783,0,Wet,51
8,6,18,Sigma_Duodevicesimus,TurboToast Racing,30222.637297292466,0,Wet,51
8,6,19,Alpha_Primus,TurboToast Racing,39265.6658756558,0,Wet,51
8,6,20,Pi_Sedecim,Spanky's Fast Cars,47359.46104522671,0,Wet,51
8,7,1,Theta_Octavus,LDCMWEBLGTBWLS,5100.043491364588,25,Unknown,61
8,7,2,Tau_Undevicesimus,Crashout Formula One,5128.0381294082235,18,Unknown,61
8,7,3,Zeta_Sextus,Lag's 200 Ping Power,5135.596393577832,15,Unknown,61
8,7,4,Beta_Secundus,Red Velvet Racing,5135.996697158498,12,Unknown,61
8,7,5,Iota_Nonus,DNF Finishers,5141.43246224412,10,Unknown,61
8,7,6,Sigma_Duodevicesimus,TurboToast Racing,5142.050711718344,8,Unknown,61
8,7,7,Alpha_Primus,TurboToast Racing,5143.542978563787,6,Unknown,61
8,7,8,Mu_Duodecimus,Boba Tea Gnarly Automotives,5144.086697158175,4,Unknown,61
8,7,9,Xi_Quattuordecim,LDCMWEBLGTBWLS,5148.2014644480805,2,Unknown,61
8,7,10,Lambda_Undecimus,Tapped In Team,5151.997525315459,1,Unknown,61
8,7,11,Epsilon_Quintus,Lag's 200 Ping Power,5153.131698401789,0,Unknown,61
8,7,12,Omicron_Quindecim,B2B SaaS Motorsport,5155.153067814201,0,Unknown,61
8,7,13,Gamma_Tertius,Boba Tea Gnarly Automotives,5156.922320606355,0,Unknown,61
8,7,14,Rho_Septendecim,Tapped In Team,5162.3314714261705,0,Unknown,61
8,7,15,Nu_Tredecimus,B2B SaaS Motorsport,5331.017906940578,0,Unknown,61
8,7,16,Delta_Quartus,DNF Finishers,8798.897642309765,0,Unknown,61
8,7,17,Kappa_Decimus,Red Velvet Racing,21436.411900733445,0,Unknown,61
8,7,18,Pi_Sedecim,Spanky's Fast Cars,39783.85966218625,0,Unknown,61
8,7,19,Upsilon_Vicesimus,Spanky's Fast Cars,44394.668675253706,0,Unknown,61
8,7,20,Eta_Septimus,Crashout Formula One,54549.09415393497,0,Unknown,61
8,8,1,Omicron_Quindecim,B2B SaaS Motorsport,3940.55831061736,25,Sunny,57
8,8,2,Lambda_Undecimus,Tapped In Team,3941.9227957112403,18,Sunny,57
8,8,3,Epsilon_Quintus,Lag's 200 Ping Power,3942.997800468386,15,Sunny,57
8,8,4,Rho_Septendecim,Tapped In Team,3943.361387963133,12,Sunny,57
8,8,5,Eta_Septimus,Crashout Formula One,3948.5223281464996,10,Sunny,57
8,8,6,Mu_Duodecimus,Boba Tea Gnarly Automotives,3948.7967841530885,8,Sunny,57
8,8,7,Xi_Quattuordecim,LDCMWEBLGTBWLS,3948.8170363417544,6,Sunny,57
8,8,8,Pi_Sedecim,Spanky's Fast Cars,3949.146212628058,4,Sunny,57
8,8,9,Alpha_Primus,TurboToast Racing,3952.408473300923,2,Sunny,57
8,8,10,Zeta_Sextus,Lag's 200 Ping Power,5386.429472178573,1,Sunny,57
8,8,11,Delta_Quartus,DNF Finishers,5480.324917542722,0,Sunny,57
8,8,12,Iota_Nonus,DNF Finishers,5530.333810931591,0,Sunny,57
8,8,13,Kappa_Decimus,Red Velvet Racing,14656.337452882974,0,Sunny,57
8,8,14,Gamma_Tertius,Boba Tea Gnarly Automotives,17911.039818922192,0,Sunny,57
8,8,15,Beta_Secundus,Red Velvet Racing,27210.168099272345,0,Sunny,57
8,8,16,Tau_Undevicesimus,Crashout Formula One,32898.8597805521,0,Sunny,57
8,8,17,Theta_Octavus,LDCMWEBLGTBWLS,32910.30522973315,0,Sunny,57
